fact_id,domain,subdomain,fact_text,ok,world_solvable,confidence,candidate_question,candidate_answer,reasoning,latency_ms,input_tokens,output_tokens,error
6e1c4d18-c9a2-480a-9168-d43d0f072804,winemaking,austria,Schilcherland DAC must have a minimum alcohol content of 11% and a maximum alcohol content of 12%.,True,False,0.92,What is the required alcohol content range for Schilcherland DAC wines?,Minimum 11% and maximum 12% alcohol by volume,This is a specific regulatory requirement for a niche Austrian DAC designation that would not be part of general wine knowledge and requires knowledge of this particular appellation's precise legal standards.,1982,289,125,
6eb9060c-8b64-4612-a971-d94439235bfb,wine_business,canada,"The French language term Vin de glace is part of the wine classification in Luxembourg, but not in France.",True,False,0.15,Is the term 'Vin de glace' part of the official wine classification system in France?,"No, it is not part of France's classification system, though it is used in Luxembourg's classification.","While LLMs know that 'vin de glace' (ice wine) exists as a style, the specific regulatory detail that it appears in Luxembourg's classification but NOT in France's official system is niche regulatory minutiae unlikely to be reliably in training data.",2013,285,156,
6f9feccf-a878-4ab8-af12-20ae6c1ab1bc,wine_regions,france,Meursault is a wine-producing area within the Burgundy region of France.,True,True,0.95,In which French wine region is Meursault located?,Burgundy,Meursault is one of the most famous white wine appellations in the world and its association with Burgundy is canonical wine knowledge that any strong LLM would reliably know from training data.,2141,280,115,
707fe293-3e0e-4554-8d45-b910c87ef4a9,wine_regions,germany,"A few examples of how the names appear on labels:

The vineyard Sonnenuhr (meaning ""sun dial"") in the village Wehlen along the Mosel is designated as Wehlener Sonnenuhr.",True,False,0.15,"What does the German word 'Sonnenuhr' mean, and how is the vineyard Sonnenuhr in Wehlen designated on wine labels?","Sonnenuhr means 'sun dial,' and the vineyard is designated as Wehlener Sonnenuhr on labels.","While 'Sonnenuhr' translation is general knowledge, the specific designation format (Wehlener Sonnenuhr) and its application to this particular Mosel vineyard is niche regulatory/labeling minutiae that requires familiarity with German wine nomenclature conventions or direct knowledge of this vineyard.",2093,310,185,
73662de3-705b-4c76-b431-c9d25ed5b402,viticulture,australia,"Moreover, Australians have innovated in canopy management and other viticultural and in wine-making techniques.",True,False,0.25,What viticultural innovations have Australians contributed to the wine industry?,Australians have innovated in canopy management and other viticultural and wine-making techniques.,"While an LLM might know Australia is a major wine producer, the specific claim that Australians pioneered canopy management innovations is a precise historical/technical assertion that requires the source fact rather than general knowledge.",1797,285,137,
7216f7e4-1df4-4391-8c00-7676cc1fe0b0,grape_varieties,usa,Sierra Foothills AVA permits the Barbera grape variety.,True,False,0.15,Which grape varieties are permitted in the Sierra Foothills AVA?,Barbera (among others),"While Sierra Foothills is a known California region and Barbera is a recognized Italian variety, the specific regulatory approval of Barbera in this particular AVA is niche regulatory detail that would not be reliably in general training data.",1999,276,129,
709a8062-7d9c-48a1-bfb2-e437939b78d5,viticulture,cultural_practices,"Cultivation is required after each irrigation, because irrigation causes weed seeds to germinate.",True,False,0.25,Why is cultivation necessary after irrigating vineyard soil?,Because irrigation causes weed seeds to germinate,"While the general principle that irrigation promotes weed germination is intuitive, the specific causal claim that post-irrigation cultivation is *required* due to this mechanism is a specialized viticulture practice detail unlikely to be reliably known without domain expertise or the source fact.",2339,279,133,
74db2a5b-5f94-40d2-ac0e-8eff04d92933,producers,bordeaux,Château Bélair-Monange is a classified Bordeaux estate in Saint-Émilion.,True,False,0.15,What classification does Château Bélair-Monange hold in Bordeaux?,It is a classified estate in Saint-Émilion,"While Saint-Émilion classification systems are known, whether this specific château holds classified status (and which tier) is niche producer knowledge unlikely to be reliably in training data without the fact itself.",2052,285,130,
75367ad5-2374-4048-8379-575d3ae5f924,wine_regions,us_avas,The Diamond Mountain District AVA was established in 2001 in California.,True,False,0.15,In what year was the Diamond Mountain District AVA established?,2001,"The specific establishment year of a niche California AVA is regulatory minutiae unlikely to be retained in general training data unless the region is particularly famous, which Diamond Mountain District is not.",1467,277,109,
758db4e5-ec50-4d14-99fc-b5c2bcf9ac09,grape_varieties,england,Bacchus (grape) name is taken from Roman name of the Greek wine god Dionysus.,True,True,0.92,The Bacchus grape variety is named after which Roman deity?,"Bacchus, the Roman name for the Greek god Dionysus (god of wine)","The equivalence between Bacchus and Dionysus, and their association with wine, is classical mythology that strong LLMs reliably know from general training data.",1834,283,125,
766db88d-45e6-4b47-94de-ba2a8ec6e24a,wine_regions,hungary,Szamorodni is typically higher in alcohol than ordinary wine.,True,False,0.25,"What is Szamorodni, and how does its alcohol content compare to ordinary wine?",Szamorodni is a Hungarian wine style that is typically higher in alcohol than ordinary wine.,"Szamorodni is a niche Hungarian wine style with specific regulatory and production characteristics that are not part of mainstream wine knowledge, making this fact difficult for LLMs to reliably answer without specialized training data.",1834,275,140,
78bb2106-108f-4c65-86be-7934def4ccde,wine_business,pricing,Zinfandel wines from California have a median price of $27.,True,False,0.95,What is the median price of Zinfandel wines from California?,$27,This is a specific statistical claim about current market pricing that would require access to recent wine market data or the specific fact itself; general LLM training knowledge about Zinfandel would not reliably produce this exact median figure.,1610,277,121,
770d0c28-827e-435e-aa79-fff5e252d166,winemaking,us_labeling,US table wine with 14% alcohol or less has a labeling tolerance of plus or minus 1.5% actual alcohol by volume.,True,False,0.92,What is the labeling tolerance for alcohol content on US table wine with 14% alcohol or less?,Plus or minus 1.5% actual alcohol by volume,This is a specific regulatory detail about US wine labeling that requires knowledge of TTB regulations and would not be reliably known by most LLMs without explicit training on this particular compliance standard.,1975,290,130,
77e43679-dc89-471c-b2c6-5d7813950386,wine_regions,classification,"Soave wines are produced in three main classifications: Soave DOC, Soave Classico DOC, and Soave Superiore DOCG.",True,False,0.25,What are the three main classifications of Soave wines?,"Soave DOC, Soave Classico DOC, and Soave Superiore DOCG","While Soave is a famous Italian wine region, the specific enumeration and exact naming of its three classification tiers is regulatory minutiae that most LLMs would struggle to recall accurately without the fact being provided.",1819,298,139,
775006be-9a0e-48bb-983d-0a99fde2589a,grape_varieties,new_zealand,There are no other grape or wine-production regulations.,True,False,0.95,Which region or country has no other grape or wine-production regulations beyond those already mentioned?,Unable to determine - the fact is incomplete without context about which region is being referenced,"The fact is a fragment that references a specific region's regulatory framework but provides no identifying context, making it impossible to formulate a solvable question without the missing antecedent.",2067,272,130,
